epoch,train_loss,val_loss,val_acc,val_f1
0,1.3154106696192829,1.3352028072347217,0.0,0.3210751839680338
1,1.2053714998233052,1.3041189806268358,0.0,0.2629732344625045
2,1.1774235568488367,1.3031014225812867,0.0,0.2629732344625045
3,1.1584515950931147,1.2971241604877204,0.0,0.26460043530482025
4,1.1416246723443175,1.301102242332837,0.0,0.3137952445998121
5,1.1202923690929962,1.304568935623368,0.0,0.36622395814906794
6,1.1108738295186442,1.3595852366315477,0.0,0.37393564128219736
7,1.0984170089514491,1.2275478273396703,0.0,0.4450055201648477
8,1.0839863026104035,1.1794176624586936,0.0,0.46283881843761
9,1.063077403028933,1.2600385302351909,0.0,0.44531953613418057
10,1.0613484547922787,1.2563239513427098,0.0,0.4184407439077639
11,1.0681276969254587,1.2129284532512137,0.0,0.4521863646998538
12,1.0314204400339828,1.2105756714823352,0.0,0.40654867268328354
13,1.0123868781537675,1.2761141625147887,0.0,0.42220758775350736
14,1.0140285496894543,1.174301087700667,0.0,0.4928741821816012
15,0.9797665025479496,1.2042903252743553,0.0,0.434513733781809
16,1.00712057112124,1.2601992455226012,0.0,0.4735571338988439
17,0.984800234084693,1.2811001212416369,0.0,0.4796578879593613
18,0.9708070179905754,1.186489413986007,0.0,0.43145261454877265
19,0.9514671652461774,1.1914327038797323,0.0,0.4504217303780397
20,0.9363791375876235,1.2147701253467689,0.0,0.46745632158580347
21,0.9259651044687143,1.2808617972829635,0.0,0.4205791064197623
22,0.948778490555553,1.2331200542400151,0.0,0.5267536109280095
23,0.894709381470665,1.3001551615662736,0.0,0.4424877490461864
24,0.9501307486726073,1.34804987098156,0.0,0.43185063054768247
25,0.9221182412232835,1.3163709117600564,0.0,0.4747135034302234
26,0.8822707350642537,1.4139421029750734,0.0,0.4884992832474165
27,0.8863546401547928,1.2937170681069476,0.0,0.4952011393186242
28,0.8863324669984202,1.4638235226623695,0.0,0.4426343903484053
29,0.8674511429600822,1.4132018126644603,0.0,0.5290837105920371
30,0.8544084751187041,1.1789309349757262,0.0,0.5474541668827643
31,0.8603996759024671,1.3398660206607989,0.0,0.5115774515646431
32,0.8487154425523532,1.3755929414037003,0.0,0.4991972812354878
33,0.8401624312416053,1.2886054136111904,0.0,0.5506187336506579
34,0.8490146208114137,1.303672451885811,0.0,0.4632868531405176
35,0.8867304501061242,1.3690141125073942,0.0,0.44415575918528527
