 epoch: 0, train_loss: 1.3391, test_loss: 1.3435, test_f1: 0.3152
 epoch: 1, train_loss: 1.2346, test_loss: 1.3122, test_f1: 0.3303
 epoch: 2, train_loss: 1.1652, test_loss: 1.2828, test_f1: 0.2640
 epoch: 3, train_loss: 1.1247, test_loss: 1.2699, test_f1: 0.2752
 epoch: 4, train_loss: 1.0650, test_loss: 1.2550, test_f1: 0.3480
 epoch: 5, train_loss: 1.0115, test_loss: 1.3143, test_f1: 0.3477
 epoch: 6, train_loss: 0.9719, test_loss: 1.2409, test_f1: 0.3685
 epoch: 7, train_loss: 0.9494, test_loss: 1.2569, test_f1: 0.3687
 epoch: 8, train_loss: 0.9186, test_loss: 1.1052, test_f1: 0.4292
 epoch: 9, train_loss: 0.8932, test_loss: 1.0921, test_f1: 0.5374
 epoch: 10, train_loss: 0.8603, test_loss: 1.0494, test_f1: 0.6113
 epoch: 11, train_loss: 0.8410, test_loss: 1.0962, test_f1: 0.4770
 epoch: 12, train_loss: 0.8055, test_loss: 1.1740, test_f1: 0.4719
 epoch: 13, train_loss: 0.7808, test_loss: 1.1102, test_f1: 0.5201
 epoch: 14, train_loss: 0.7737, test_loss: 1.0366, test_f1: 0.6004
 epoch: 15, train_loss: 0.7733, test_loss: 0.9662, test_f1: 0.5900
 epoch: 16, train_loss: 0.7385, test_loss: 0.9606, test_f1: 0.6100
 epoch: 17, train_loss: 0.7135, test_loss: 0.9801, test_f1: 0.6285
 epoch: 18, train_loss: 0.6881, test_loss: 0.9785, test_f1: 0.5807
 epoch: 19, train_loss: 0.6751, test_loss: 0.9425, test_f1: 0.6117
 epoch: 20, train_loss: 0.6570, test_loss: 0.9800, test_f1: 0.6199
 epoch: 21, train_loss: 0.6516, test_loss: 1.1406, test_f1: 0.5541
 epoch: 22, train_loss: 0.6495, test_loss: 1.1307, test_f1: 0.5426
 epoch: 23, train_loss: 0.6427, test_loss: 1.0874, test_f1: 0.5674
 epoch: 24, train_loss: 0.6195, test_loss: 1.0501, test_f1: 0.5711
 epoch: 25, train_loss: 0.6429, test_loss: 1.1296, test_f1: 0.5938
 epoch: 26, train_loss: 0.6299, test_loss: 1.2117, test_f1: 0.5130
 epoch: 27, train_loss: 0.6048, test_loss: 1.0834, test_f1: 0.5270
 epoch: 28, train_loss: 0.6207, test_loss: 1.2939, test_f1: 0.4986
 epoch: 29, train_loss: 0.5735, test_loss: 1.0996, test_f1: 0.5829
 epoch: 30, train_loss: 0.5691, test_loss: 1.1262, test_f1: 0.5423
 epoch: 31, train_loss: 0.5669, test_loss: 1.2253, test_f1: 0.6278
 epoch: 32, train_loss: 0.5508, test_loss: 1.2115, test_f1: 0.5833
 epoch: 33, train_loss: 0.5425, test_loss: 1.1709, test_f1: 0.5961
 epoch: 34, train_loss: 0.5172, test_loss: 1.1116, test_f1: 0.5942
 epoch: 35, train_loss: 0.4911, test_loss: 1.1245, test_f1: 0.6169
 epoch: 36, train_loss: 0.4754, test_loss: 1.1371, test_f1: 0.6492
 epoch: 37, train_loss: 0.4679, test_loss: 1.2590, test_f1: 0.5804
 epoch: 38, train_loss: 0.4577, test_loss: 1.3209, test_f1: 0.5770
 epoch: 39, train_loss: 0.4680, test_loss: 1.2974, test_f1: 0.5988
 epoch: 40, train_loss: 0.4525, test_loss: 1.2928, test_f1: 0.6110
 epoch: 41, train_loss: 0.4615, test_loss: 1.3004, test_f1: 0.5596
 epoch: 42, train_loss: 0.4581, test_loss: 1.6401, test_f1: 0.5183
 epoch: 43, train_loss: 0.4462, test_loss: 1.1958, test_f1: 0.6632
 epoch: 44, train_loss: 0.4257, test_loss: 1.3104, test_f1: 0.6713
 epoch: 45, train_loss: 0.4362, test_loss: 1.3662, test_f1: 0.6994
 epoch: 46, train_loss: 0.4149, test_loss: 1.4788, test_f1: 0.6816
 epoch: 47, train_loss: 0.4164, test_loss: 1.3749, test_f1: 0.5974
 epoch: 48, train_loss: 0.4005, test_loss: 1.2117, test_f1: 0.6160
 epoch: 49, train_loss: 0.3970, test_loss: 1.4217, test_f1: 0.5831
 epoch: 50, train_loss: 0.3822, test_loss: 1.6525, test_f1: 0.5660
 epoch: 51, train_loss: 0.3449, test_loss: 1.4346, test_f1: 0.6191
 epoch: 52, train_loss: 0.3454, test_loss: 1.5268, test_f1: 0.6147
 epoch: 53, train_loss: 0.3347, test_loss: 1.4573, test_f1: 0.6418
 epoch: 54, train_loss: 0.3236, test_loss: 1.6011, test_f1: 0.6689
 epoch: 55, train_loss: 0.3105, test_loss: 1.6183, test_f1: 0.6366
 epoch: 56, train_loss: 0.3115, test_loss: 1.5547, test_f1: 0.6836
 epoch: 57, train_loss: 0.2979, test_loss: 1.5350, test_f1: 0.6515
 epoch: 58, train_loss: 0.3058, test_loss: 1.6150, test_f1: 0.6225
 epoch: 59, train_loss: 0.2850, test_loss: 1.7880, test_f1: 0.6174
 epoch: 60, train_loss: 0.2883, test_loss: 1.6652, test_f1: 0.6502
 epoch: 61, train_loss: 0.2841, test_loss: 1.4935, test_f1: 0.6390
 epoch: 62, train_loss: 0.2684, test_loss: 1.4733, test_f1: 0.6585
 epoch: 63, train_loss: 0.2649, test_loss: 1.5269, test_f1: 0.6431
 epoch: 64, train_loss: 0.2626, test_loss: 1.7549, test_f1: 0.5711
 epoch: 65, train_loss: 0.3160, test_loss: 1.9997, test_f1: 0.5087
 epoch: 66, train_loss: 0.2651, test_loss: 1.7055, test_f1: 0.6305
 epoch: 67, train_loss: 0.2486, test_loss: 1.5853, test_f1: 0.6601
