global_epoch,train_loss,val_loss,val_acc,val_f1
0,1.3603575663825573,1.365493575213161,0.0,0.2600392057800021
1,1.3090380079068316,1.3538588481534555,0.0,0.26090084225472365
2,1.2654502708690998,1.3337472462467364,0.0,0.28137764091328177
3,1.2244313209582443,1.3240881538889115,0.0,0.28483868894291314
4,1.2098440225131977,1.315367536818701,0.0,0.2601984334203655
5,1.2176555350946543,1.2890212255731885,0.0,0.2629732344625045
6,1.2030122125491547,1.275398593036064,0.0,0.2644383037345924
7,1.191882244695109,1.2804185752769053,0.0,0.26388195326259783
8,1.1764530923039007,1.2735201683741637,0.0,0.2623920732884795
9,1.1802546203326874,1.2698878992942233,0.0,0.26736503842454096
10,1.1640417306948774,1.2495366188627,0.0,0.24428012672989405
11,1.1581263895613698,1.241981725468648,0.0,0.23914991953237064
12,1.1505892690378257,1.2698860666459286,0.0,0.22974928434364086
13,1.1521375683549875,1.2574593964818253,0.0,0.2378963073480045
14,1.140242048955192,1.2674230670181952,0.0,0.23285414022160533
15,1.1260099334076952,1.2511328156872144,0.0,0.2378963073480045
16,1.1301173650418608,1.2820407478989881,0.0,0.2378963073480045
17,1.114716760190531,1.2902811712758038,0.0,0.23158636022060836
18,1.1054864756977216,1.3237681177204021,0.0,0.33016707257598005
19,1.0999261219280596,1.291925415357784,0.0,0.32027849828571675
20,1.0848050556243798,1.2074681374173875,0.0,0.31384387766316074
21,1.072304879438382,1.3106346030770644,0.0,0.4029952695527877
22,1.0705536295430729,1.2280330408957858,0.0,0.37912851970184064
23,1.0734050471942647,1.2573577641818292,0.0,0.3440568274859725
24,1.0631441432447097,1.344414175646112,0.0,0.4194885598064386
25,1.0459588607660117,1.2477858620586346,0.0,0.4336328638839436
26,1.054454998391124,1.2986948595968302,0.0,0.3866174927068196
27,1.052668885986645,1.1979142430556973,0.0,0.38575527752916156
28,1.0301946810640086,1.2880100021163103,0.0,0.4490704335113796
29,1.0261392868364962,1.3458919276145358,0.0,0.3605834194814124
30,1.0320459332329015,1.4344550548583348,0.0,0.44268708114563493
31,1.0229713234276818,1.267498783280893,0.0,0.4607838702688759
32,1.010049296491824,1.3109726669271684,0.0,0.40708120546610754
33,0.9910905444203093,1.317449465121675,0.0,0.40012100312849197
34,0.9919626159028123,1.3601898512080817,0.0,0.48597334107053697
35,0.9810122299499024,1.345945273615984,0.0,0.4612072241211167
36,0.9579990091796119,1.3997499550602766,0.0,0.450506579328993
37,0.9765274649610916,1.3106412563871777,0.0,0.475789271779156
38,0.9851706234410929,1.3625826922782718,0.0,0.45017350207266926
39,0.9961467185340369,1.3913275417397601,0.0,0.4359866620891145
40,0.9673368718296576,1.3508881850279966,0.0,0.46417468493404956
41,0.9664172020963967,1.2861021355611537,0.0,0.42056640712284443
42,0.9479186069470245,1.3792408875945965,0.0,0.4551472250603546
43,0.9662524554676141,1.3272226398358458,0.0,0.4642708622223244
44,0.9477459697296825,1.4314211852867984,0.0,0.4632001558799047
45,0.9330395112022424,1.37998123766548,0.0,0.45541311432378256
46,0.9182249310679329,1.4056478555146459,0.0,0.47953331112796715
47,0.902217109287128,1.4397586394227828,0.0,0.45848232337307465
48,0.9100074507557927,1.4991601490787676,0.0,0.4295389312639799
49,0.924872990614309,1.4163511191584734,0.0,0.47785069556136694
50,0.9065167822396032,1.5157882451388605,0.0,0.4422048271120734
51,0.9027133206209055,1.504264612421977,0.0,0.4750356442081284
52,0.8790621137466674,1.5033160974089221,0.0,0.4879395360923052
53,0.8720175950291058,1.5804416865655087,0.0,0.46164537019611523
54,0.8846210955050045,1.561659710836784,0.0,0.507954765992618
55,0.9053834589144674,1.5994047757539673,0.0,0.4613253833168876
56,0.8988843051008523,1.6026621686571882,0.0,0.4972961487286392
