STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_pin_net --model FEGIN --layers 6 --hiddens 64 --batch_size 64 --lr 0.0001 --emb_size 512 --epochs 100 --save_appendix component_pin_net_L6_H64_BS64_LR0.0001_E512 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 6 layers, 64 hidden units, h = 2
Loading component_pin_net representation dataset
dataset loaded 16 4 1948
ENTERED
Training FEGIN on component_pin_net representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3862, test_loss: 1.3867, test_f1: 0.1365
 epoch: 1, train_loss: 1.3713, test_loss: 1.3782, test_f1: 0.1365
 epoch: 2, train_loss: 1.3583, test_loss: 1.3685, test_f1: 0.1423
 epoch: 3, train_loss: 1.3418, test_loss: 1.3539, test_f1: 0.3040
 epoch: 4, train_loss: 1.3201, test_loss: 1.3333, test_f1: 0.3388
 epoch: 5, train_loss: 1.2904, test_loss: 1.3099, test_f1: 0.3403
 epoch: 6, train_loss: 1.2557, test_loss: 1.2855, test_f1: 0.3484
 epoch: 7, train_loss: 1.2224, test_loss: 1.2636, test_f1: 0.3522
 epoch: 8, train_loss: 1.1932, test_loss: 1.2433, test_f1: 0.3554
 epoch: 9, train_loss: 1.1710, test_loss: 1.2290, test_f1: 0.3580
 epoch: 10, train_loss: 1.1551, test_loss: 1.2171, test_f1: 0.3777
 epoch: 11, train_loss: 1.1408, test_loss: 1.2083, test_f1: 0.3763
 epoch: 12, train_loss: 1.1308, test_loss: 1.1975, test_f1: 0.3973
 epoch: 13, train_loss: 1.1171, test_loss: 1.1900, test_f1: 0.4066
 epoch: 14, train_loss: 1.1092, test_loss: 1.1847, test_f1: 0.4233
 epoch: 15, train_loss: 1.0993, test_loss: 1.1777, test_f1: 0.4285
 epoch: 16, train_loss: 1.0918, test_loss: 1.1710, test_f1: 0.4334
 epoch: 17, train_loss: 1.0806, test_loss: 1.1652, test_f1: 0.4525
 epoch: 18, train_loss: 1.0755, test_loss: 1.1603, test_f1: 0.4479
 epoch: 19, train_loss: 1.0595, test_loss: 1.1591, test_f1: 0.4397
 epoch: 20, train_loss: 1.0503, test_loss: 1.1477, test_f1: 0.4579
 epoch: 21, train_loss: 1.0443, test_loss: 1.1414, test_f1: 0.4709
 epoch: 22, train_loss: 1.0256, test_loss: 1.1449, test_f1: 0.4643
 epoch: 23, train_loss: 1.0175, test_loss: 1.1373, test_f1: 0.4556
 epoch: 24, train_loss: 1.0043, test_loss: 1.1217, test_f1: 0.4626
 epoch: 25, train_loss: 0.9943, test_loss: 1.1206, test_f1: 0.4490
 epoch: 26, train_loss: 0.9858, test_loss: 1.1179, test_f1: 0.4547
 epoch: 27, train_loss: 0.9733, test_loss: 1.1092, test_f1: 0.4707
 epoch: 28, train_loss: 0.9631, test_loss: 1.1121, test_f1: 0.4875
 epoch: 29, train_loss: 0.9642, test_loss: 1.0979, test_f1: 0.4718
 epoch: 30, train_loss: 0.9545, test_loss: 1.1034, test_f1: 0.4744
 epoch: 31, train_loss: 0.9438, test_loss: 1.1401, test_f1: 0.4907
 epoch: 32, train_loss: 0.9442, test_loss: 1.1063, test_f1: 0.4833
 epoch: 33, train_loss: 0.9368, test_loss: 1.1081, test_f1: 0.4933
 epoch: 34, train_loss: 0.9293, test_loss: 1.0886, test_f1: 0.4994
 epoch: 35, train_loss: 0.9206, test_loss: 1.1309, test_f1: 0.5046
 epoch: 36, train_loss: 0.9114, test_loss: 1.0890, test_f1: 0.5172
 epoch: 37, train_loss: 0.9140, test_loss: 1.0899, test_f1: 0.5307
 epoch: 38, train_loss: 0.9049, test_loss: 1.1101, test_f1: 0.5408
 epoch: 39, train_loss: 0.8951, test_loss: 1.1026, test_f1: 0.5144
 epoch: 40, train_loss: 0.9000, test_loss: 1.0847, test_f1: 0.5310
 epoch: 41, train_loss: 0.8851, test_loss: 1.0987, test_f1: 0.5399
 epoch: 42, train_loss: 0.8791, test_loss: 1.0792, test_f1: 0.5451
 epoch: 43, train_loss: 0.8773, test_loss: 1.1336, test_f1: 0.5396
 epoch: 44, train_loss: 0.8865, test_loss: 1.1126, test_f1: 0.5330
 epoch: 45, train_loss: 0.8706, test_loss: 1.1066, test_f1: 0.5103
 epoch: 46, train_loss: 0.8720, test_loss: 1.1030, test_f1: 0.5467
 epoch: 47, train_loss: 0.8660, test_loss: 1.1228, test_f1: 0.5334
 epoch: 48, train_loss: 0.8651, test_loss: 1.1124, test_f1: 0.5260
 epoch: 49, train_loss: 0.8598, test_loss: 1.0974, test_f1: 0.5243
 epoch: 50, train_loss: 0.8580, test_loss: 1.1227, test_f1: 0.5215
 epoch: 51, train_loss: 0.8457, test_loss: 1.1113, test_f1: 0.5435
 epoch: 52, train_loss: 0.8334, test_loss: 1.1062, test_f1: 0.5402
 epoch: 53, train_loss: 0.8477, test_loss: 1.1223, test_f1: 0.5376
 epoch: 54, train_loss: 0.8288, test_loss: 1.1170, test_f1: 0.5465
 epoch: 55, train_loss: 0.8365, test_loss: 1.0978, test_f1: 0.5630
 epoch: 56, train_loss: 0.8267, test_loss: 1.1125, test_f1: 0.5509
 epoch: 57, train_loss: 0.8252, test_loss: 1.1150, test_f1: 0.5582
 epoch: 58, train_loss: 0.8352, test_loss: 1.1202, test_f1: 0.5396
 epoch: 59, train_loss: 0.8253, test_loss: 1.1061, test_f1: 0.5622
 epoch: 60, train_loss: 0.8135, test_loss: 1.1354, test_f1: 0.5429
 epoch: 61, train_loss: 0.8156, test_loss: 1.1266, test_f1: 0.5611
 epoch: 62, train_loss: 0.8140, test_loss: 1.1261, test_f1: 0.5456
 epoch: 63, train_loss: 0.8079, test_loss: 1.1336, test_f1: 0.5366
 epoch: 64, train_loss: 0.8234, test_loss: 1.1245, test_f1: 0.5660
 epoch: 65, train_loss: 0.8068, test_loss: 1.1614, test_f1: 0.5781
 epoch: 66, train_loss: 0.8114, test_loss: 1.1265, test_f1: 0.5578
 epoch: 67, train_loss: 0.8080, test_loss: 1.1261, test_f1: 0.5715
 epoch: 68, train_loss: 0.8019, test_loss: 1.1201, test_f1: 0.5620
 epoch: 69, train_loss: 0.7964, test_loss: 1.1450, test_f1: 0.5572
 epoch: 70, train_loss: 0.8115, test_loss: 1.1534, test_f1: 0.5728
 epoch: 71, train_loss: 0.7986, test_loss: 1.1346, test_f1: 0.5549
 epoch: 72, train_loss: 0.7931, test_loss: 1.1491, test_f1: 0.5677
 epoch: 73, train_loss: 0.7740, test_loss: 1.1488, test_f1: 0.5627
 epoch: 74, train_loss: 0.7907, test_loss: 1.1421, test_f1: 0.5607
 epoch: 75, train_loss: 0.7990, test_loss: 1.1753, test_f1: 0.5659
