STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_component --model FEGIN --layers 4 --hiddens 16 --batch_size 128 --lr 0.001 --emb_size 128 --epochs 100 --save_appendix component_component_L4_H16_BS128_LR0.001_E128 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 4 layers, 16 hidden units, h = 2
Loading component_component representation dataset
dataset loaded 2 4 1948
ENTERED
Training FEGIN on component_component representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3799, test_loss: 1.3777, test_f1: 0.1056
 epoch: 1, train_loss: 1.3631, test_loss: 1.3685, test_f1: 0.2281
 epoch: 2, train_loss: 1.3536, test_loss: 1.3608, test_f1: 0.2281
 epoch: 3, train_loss: 1.3443, test_loss: 1.3537, test_f1: 0.2281
 epoch: 4, train_loss: 1.3335, test_loss: 1.3460, test_f1: 0.2238
 epoch: 5, train_loss: 1.3193, test_loss: 1.3369, test_f1: 0.2391
 epoch: 6, train_loss: 1.3002, test_loss: 1.3260, test_f1: 0.2655
 epoch: 7, train_loss: 1.2796, test_loss: 1.3152, test_f1: 0.2609
 epoch: 8, train_loss: 1.2588, test_loss: 1.3019, test_f1: 0.2782
 epoch: 9, train_loss: 1.2433, test_loss: 1.2841, test_f1: 0.2820
 epoch: 10, train_loss: 1.2320, test_loss: 1.2759, test_f1: 0.2909
 epoch: 11, train_loss: 1.2255, test_loss: 1.2722, test_f1: 0.2851
 epoch: 12, train_loss: 1.2110, test_loss: 1.2758, test_f1: 0.2419
 epoch: 13, train_loss: 1.2085, test_loss: 1.2685, test_f1: 0.2599
 epoch: 14, train_loss: 1.2021, test_loss: 1.2631, test_f1: 0.2531
 epoch: 15, train_loss: 1.2034, test_loss: 1.2698, test_f1: 0.2257
 epoch: 16, train_loss: 1.2060, test_loss: 1.2606, test_f1: 0.2458
 epoch: 17, train_loss: 1.1998, test_loss: 1.2727, test_f1: 0.2420
 epoch: 18, train_loss: 1.1874, test_loss: 1.2678, test_f1: 0.2632
 epoch: 19, train_loss: 1.1928, test_loss: 1.2659, test_f1: 0.2770
 epoch: 20, train_loss: 1.1828, test_loss: 1.2903, test_f1: 0.2487
 epoch: 21, train_loss: 1.1754, test_loss: 1.2750, test_f1: 0.2888
 epoch: 22, train_loss: 1.1837, test_loss: 1.2899, test_f1: 0.2656
 epoch: 23, train_loss: 1.1788, test_loss: 1.2781, test_f1: 0.2437
 epoch: 24, train_loss: 1.1694, test_loss: 1.2947, test_f1: 0.2630
 epoch: 25, train_loss: 1.1592, test_loss: 1.2935, test_f1: 0.2469
 epoch: 26, train_loss: 1.1624, test_loss: 1.2439, test_f1: 0.2664
 epoch: 27, train_loss: 1.1600, test_loss: 1.3404, test_f1: 0.2485
 epoch: 28, train_loss: 1.1544, test_loss: 1.2719, test_f1: 0.2435
 epoch: 29, train_loss: 1.1493, test_loss: 1.3072, test_f1: 0.2407
 epoch: 30, train_loss: 1.1518, test_loss: 1.2480, test_f1: 0.2550
 epoch: 31, train_loss: 1.1475, test_loss: 1.2486, test_f1: 0.2731
 epoch: 32, train_loss: 1.1450, test_loss: 1.2663, test_f1: 0.2729
 epoch: 33, train_loss: 1.1417, test_loss: 1.2449, test_f1: 0.2597
 epoch: 34, train_loss: 1.1338, test_loss: 1.2626, test_f1: 0.2652
 epoch: 35, train_loss: 1.1312, test_loss: 1.2243, test_f1: 0.2611
 epoch: 36, train_loss: 1.1369, test_loss: 1.2305, test_f1: 0.2625
 epoch: 37, train_loss: 1.1253, test_loss: 1.3930, test_f1: 0.2757
 epoch: 38, train_loss: 1.1290, test_loss: 1.3213, test_f1: 0.2743
 epoch: 39, train_loss: 1.1214, test_loss: 1.2341, test_f1: 0.2642
 epoch: 40, train_loss: 1.1233, test_loss: 1.3145, test_f1: 0.2977
 epoch: 41, train_loss: 1.1180, test_loss: 1.4511, test_f1: 0.2936
 epoch: 42, train_loss: 1.1114, test_loss: 1.2835, test_f1: 0.3031
 epoch: 43, train_loss: 1.1016, test_loss: 1.2428, test_f1: 0.3091
 epoch: 44, train_loss: 1.1095, test_loss: 1.2267, test_f1: 0.3079
 epoch: 45, train_loss: 1.1015, test_loss: 1.2509, test_f1: 0.3124
 epoch: 46, train_loss: 1.1062, test_loss: 1.2417, test_f1: 0.3685
 epoch: 47, train_loss: 1.0998, test_loss: 1.3693, test_f1: 0.3511
 epoch: 48, train_loss: 1.0927, test_loss: 1.2424, test_f1: 0.3424
