STDOUT:
Results will be saved in /home/philip/projects/Circuit-Completion-Using-GNNs/component classification/evaluation/FEGIN/results/model_FEGIN_dataset_ltspice_demos
Command line input: python main.py --data ltspice_demos --representation component_net --model FEGIN --layers 2 --hiddens 64 --batch_size 32 --lr 0.0001 --emb_size 128 --epochs 100 --save_appendix component_net_L2_H64_BS32_LR0.0001_E128 --no_val
 is saved.
-----
ltspice_demos - FEGIN
Using 2 layers, 64 hidden units, h = 2
Loading component_net representation dataset
dataset loaded 3 4 1948
ENTERED
Training FEGIN on component_net representation
Train: 1565, Test: 383
##################ITERATION #0 ****************************************
 epoch: 0, train_loss: 1.3623, test_loss: 1.3590, test_f1: 0.3269
 epoch: 1, train_loss: 1.3354, test_loss: 1.3411, test_f1: 0.2787
 epoch: 2, train_loss: 1.3125, test_loss: 1.3229, test_f1: 0.2457
 epoch: 3, train_loss: 1.2900, test_loss: 1.3020, test_f1: 0.2521
 epoch: 4, train_loss: 1.2560, test_loss: 1.2829, test_f1: 0.2495
 epoch: 5, train_loss: 1.2287, test_loss: 1.2657, test_f1: 0.2775
 epoch: 6, train_loss: 1.2022, test_loss: 1.2476, test_f1: 0.2722
 epoch: 7, train_loss: 1.1797, test_loss: 1.2348, test_f1: 0.2786
 epoch: 8, train_loss: 1.1618, test_loss: 1.2227, test_f1: 0.2827
 epoch: 9, train_loss: 1.1461, test_loss: 1.2184, test_f1: 0.3253
 epoch: 10, train_loss: 1.1403, test_loss: 1.2081, test_f1: 0.3310
 epoch: 11, train_loss: 1.1227, test_loss: 1.1987, test_f1: 0.3536
 epoch: 12, train_loss: 1.1132, test_loss: 1.1872, test_f1: 0.3960
 epoch: 13, train_loss: 1.1037, test_loss: 1.1874, test_f1: 0.3915
 epoch: 14, train_loss: 1.0944, test_loss: 1.1915, test_f1: 0.3959
 epoch: 15, train_loss: 1.0858, test_loss: 1.1720, test_f1: 0.4033
 epoch: 16, train_loss: 1.0767, test_loss: 1.1730, test_f1: 0.4037
 epoch: 17, train_loss: 1.0543, test_loss: 1.1701, test_f1: 0.4102
 epoch: 18, train_loss: 1.0561, test_loss: 1.1530, test_f1: 0.4179
 epoch: 19, train_loss: 1.0392, test_loss: 1.1436, test_f1: 0.4153
 epoch: 20, train_loss: 1.0360, test_loss: 1.1508, test_f1: 0.4252
