epoch,train_loss,val_loss,val_acc,val_f1
0,1.3284499185915573,1.3366976506405026,0.0,0.22806009118896384
1,1.2738667074483805,1.3209535285013463,0.0,0.22806009118896384
2,1.2439363093421862,1.3118634734390298,0.0,0.22806009118896384
3,1.2284447406427548,1.3057865710544836,0.0,0.22806009118896384
4,1.2107041764944888,1.2993861265655597,0.0,0.22806009118896384
5,1.2043798838179713,1.291335621328329,0.0,0.22806009118896384
6,1.1757180360940318,1.277968683068497,0.0,0.22806009118896384
7,1.1698186925424936,1.2584387477944476,0.0,0.22806009118896384
8,1.1545141253608484,1.2379706559542265,0.0,0.23446327276618226
9,1.141033829972386,1.2167808990876918,0.0,0.2885031980615389
10,1.1314729084222082,1.1956525757792102,0.0,0.3401990616227252
11,1.1240764364266929,1.1810702729785412,0.0,0.3427777192713757
12,1.1096214950275116,1.1632727879457,0.0,0.3695403170341034
13,1.101985576206122,1.1507812181278558,0.0,0.3656033017927567
14,1.0926970599939267,1.1403059598359986,0.0,0.373256029625962
15,1.0831836924385339,1.1332304633317354,0.0,0.3774743003782787
16,1.0709375878873344,1.1255115479153068,0.0,0.38180600318370295
17,1.0585532504529618,1.1252976459871695,0.0,0.36473658093385425
18,1.0549106963907187,1.1170995328818538,0.0,0.3793317322630305
19,1.0455228246439,1.1091205806084774,0.0,0.38608656838106437
20,1.0397024069350367,1.1153665647183013,0.0,0.4225435799339465
21,1.0295571398430359,1.0986846844147764,0.0,0.409647637921169
22,1.0136639936282612,1.0981596306783412,0.0,0.45028380654245104
23,1.0201996168008627,1.0901208384541246,0.0,0.45100094710596395
24,1.015416134279757,1.0888626058792632,0.0,0.43028957267035717
25,1.009272893092122,1.0817694601751182,0.0,0.4432987658441142
26,0.9931273338512872,1.0656021158004243,0.0,0.46730440620931335
27,0.9938869669795417,1.0662099574315642,0.0,0.46581899108219327
28,0.9817874113210855,1.0593776055477928,0.0,0.4933541565599154
29,0.9725993279831859,1.056168279822128,0.0,0.4968067455919522
30,0.9654224799083064,1.0708616570455287,0.0,0.42545623924214004
31,0.9475147260644565,1.0513799283896663,0.0,0.4795195403801125
32,0.9443309315477316,1.040233861061674,0.0,0.470401641973633
33,0.920680292041157,1.0285985363992636,0.0,0.5051920487390361
34,0.9230568200254593,1.0208720712686643,0.0,0.5045079357272053
35,0.9349159738126274,1.0220097275377875,0.0,0.4923236058316712
36,0.9214260456280206,1.0564373205598279,0.0,0.43183606505835737
37,0.9034516577141735,1.0376647072734784,0.0,0.47184904855901444
38,0.8939893617035862,1.0192746194784696,0.0,0.4731008273296599
39,0.8908884069028373,1.0290136909982865,0.0,0.4492610506987788
40,0.8965595091493747,1.0166438329313194,0.0,0.5007150585229778
41,0.887432821109272,1.0109927423940315,0.0,0.4726545217509747
42,0.8683274980170277,1.0090785014100236,0.0,0.44016559565114016
43,0.873416834745925,0.9863614114706573,0.0,0.5419049307954945
44,0.8633157385423922,1.0122454969440988,0.0,0.5581830768863776
45,0.8670668197516055,1.0261639428200984,0.0,0.5331556444177908
46,0.8574816053286909,1.005467267945292,0.0,0.5790623945168645
47,0.8584242591461816,1.0154604998954593,0.0,0.5312441844296181
48,0.8422071717036799,1.036259125791704,0.0,0.5046454037577622
49,0.8443489037382716,0.9941723577036248,0.0,0.5691491485475935
50,0.8287500459926959,1.0054344197166183,0.0,0.5602725571084746
51,0.8303534757214994,1.0350985215787165,0.0,0.525935715302591
52,0.8333931207656861,1.022721014197128,0.0,0.5241018777434282
53,0.8090626579884904,1.025386262500255,0.0,0.53329075268737
54,0.8274319528390806,1.0331520100486495,0.0,0.509181791376754
55,0.8195004010733705,1.072499666139289,0.0,0.5069487657780468
56,0.8281730726884957,1.02894064402767,0.0,0.5384290220997575
57,0.8173685742262453,0.9893528114099727,0.0,0.5624781908503684
58,0.8116305343640117,0.9760136019156433,0.0,0.5674130642793365
59,0.8100843233041489,0.9841936076590038,0.0,0.57372611231443
60,0.8053923906609654,0.9949604163904414,0.0,0.5704439427414022
61,0.8006696142708531,1.018743669395347,0.0,0.5003011729121051
62,0.798330563973314,1.0067270542871858,0.0,0.5115550380030368
63,0.8040059881850172,0.9989478606779333,0.0,0.5465062406850039
64,0.816325631156897,0.998312310201381,0.0,0.5706731864021614
65,0.7974366226897072,1.021137606070496,0.0,0.5446090977285635
66,0.8001800279266919,1.0240895243911146,0.0,0.5629643059868699
67,0.8025891665071725,1.0209627475190723,0.0,0.5738414500717874
68,0.798625248651535,1.005224979888677,0.0,0.581630892811027
69,0.7987839992053973,1.0024037174394174,0.0,0.5940139062352279
70,0.7997589061054559,1.0046755638819762,0.0,0.5958552709170275
71,0.7998477674520815,1.0135568165592364,0.0,0.562911163015865
72,0.7848064054696324,1.018915659453788,0.0,0.5680352791771532
73,0.7833833627807446,1.0357710039024253,0.0,0.5444802808257965
74,0.7721555280990113,1.01172373002254,0.0,0.5727491785533383
75,0.7923349476089112,1.0194709120469057,0.0,0.5812752868585266
76,0.7820117040944937,1.0209140628187214,0.0,0.5811158659230087
77,0.7763959394476284,1.0534595061220016,0.0,0.556482023834137
78,0.7736108626801366,1.0552056016249693,0.0,0.516059307003189
79,0.77210365396719,1.017071397746512,0.0,0.5645789863866287
80,0.7872217748873531,1.0067822130168387,0.0,0.5955542695038016
