 epoch: 0, train_loss: 1.1990, test_loss: 1.2082, test_f1: 0.3932
 epoch: 1, train_loss: 1.0680, test_loss: 1.1599, test_f1: 0.4377
 epoch: 2, train_loss: 1.0106, test_loss: 1.1017, test_f1: 0.5050
 epoch: 3, train_loss: 0.9786, test_loss: 1.0941, test_f1: 0.5079
 epoch: 4, train_loss: 0.9831, test_loss: 1.1676, test_f1: 0.4300
 epoch: 5, train_loss: 0.9560, test_loss: 1.1074, test_f1: 0.5160
 epoch: 6, train_loss: 0.9495, test_loss: 1.1217, test_f1: 0.5032
 epoch: 7, train_loss: 0.9172, test_loss: 0.9875, test_f1: 0.5119
 epoch: 8, train_loss: 0.9379, test_loss: 1.0936, test_f1: 0.5068
 epoch: 9, train_loss: 0.9242, test_loss: 1.1115, test_f1: 0.5148
 epoch: 10, train_loss: 0.8882, test_loss: 1.1305, test_f1: 0.4423
 epoch: 11, train_loss: 0.8828, test_loss: 1.5012, test_f1: 0.4458
 epoch: 12, train_loss: 0.8898, test_loss: 1.0844, test_f1: 0.5428
 epoch: 13, train_loss: 0.9063, test_loss: 1.0762, test_f1: 0.5509
 epoch: 14, train_loss: 0.8808, test_loss: 1.0557, test_f1: 0.5544
 epoch: 15, train_loss: 0.8644, test_loss: 1.3976, test_f1: 0.4360
 epoch: 16, train_loss: 0.8862, test_loss: 1.1022, test_f1: 0.4749
 epoch: 17, train_loss: 0.8754, test_loss: 1.1049, test_f1: 0.5572
 epoch: 18, train_loss: 0.8602, test_loss: 1.0473, test_f1: 0.5473
 epoch: 19, train_loss: 0.8631, test_loss: 0.9769, test_f1: 0.5483
 epoch: 20, train_loss: 0.8713, test_loss: 1.0872, test_f1: 0.5739
 epoch: 21, train_loss: 0.8412, test_loss: 1.0895, test_f1: 0.5630
 epoch: 22, train_loss: 0.8297, test_loss: 1.0929, test_f1: 0.5678
 epoch: 23, train_loss: 0.8394, test_loss: 1.2030, test_f1: 0.5228
 epoch: 24, train_loss: 0.8385, test_loss: 1.0833, test_f1: 0.5817
 epoch: 25, train_loss: 0.8091, test_loss: 1.1253, test_f1: 0.5371
 epoch: 26, train_loss: 0.8135, test_loss: 1.1895, test_f1: 0.5294
 epoch: 27, train_loss: 0.8128, test_loss: 1.3467, test_f1: 0.5800
 epoch: 28, train_loss: 0.7916, test_loss: 1.1266, test_f1: 0.5653
 epoch: 29, train_loss: 0.8134, test_loss: 1.0918, test_f1: 0.5627
 epoch: 30, train_loss: 0.8025, test_loss: 0.9989, test_f1: 0.6027
 epoch: 31, train_loss: 0.7811, test_loss: 1.2179, test_f1: 0.5236
 epoch: 32, train_loss: 0.7785, test_loss: 1.1533, test_f1: 0.5693
 epoch: 33, train_loss: 0.7533, test_loss: 1.1160, test_f1: 0.5843
 epoch: 34, train_loss: 0.7562, test_loss: 0.9923, test_f1: 0.5736
 epoch: 35, train_loss: 0.7488, test_loss: 1.0691, test_f1: 0.6043
